"DATE","ACMY01","ACMY02","ACMY03","ACMY04","ACMY05","ACMY06","ACMY07","ACMY08","ACMY09","ACMY10","ACMTP01","ACMTP02","ACMTP03","ACMTP04","ACMTP05","ACMTP06","ACMTP07","ACMTP08","ACMTP09","ACMTP10","ACMRNY01","ACMRNY02","ACMRNY03","ACMRNY04","ACMRNY05","ACMRNY06","ACMRNY07","ACMRNY08","ACMRNY09","ACMRNY10"
"30-Jun-1961",2.89777047445003,3.26873161032321,3.49398448128618,3.62900253152885,3.71198804392012,3.76558400324492,3.80250845042043,3.82965270246442,3.85060636702482,3.86712671652606,-0.075750687104887,-0.0132543560111671,0.0548037466062112,0.101921197608442,0.130682296302256,0.147921263313312,0.158891896558131,0.16669063698833,0.172819637155087,0.177793867895899,2.97352116155491,3.28198596633438,3.43918073467997,3.52708133392041,3.58130574761787,3.61766273993161,3.6436165538623,3.66296206547609,3.67778672986973,3.68933284863016
"31-Jul-1961",2.76189398031699,3.22193983315577,3.50265820894007,3.67682547094237,3.78924879740001,3.86590128105153,3.92139865106006,3.96380919004875,3.99750239597307,4.02478004328512,0.0197954241253728,0.12784399021665,0.225192462771918,0.292727604546171,0.336570363588253,0.365417891404514,0.38557267014231,0.400767035887261,0.412918147240659,0.422829947947354,2.74209855619161,3.09409584293912,3.27746574616815,3.3840978663962,3.45267843381176,3.50048338964701,3.53582598091775,3.56304215416149,3.58458424873241,3.60195009533777
"31-Aug-1961",2.98336501311748,3.38801574583556,3.63771022398875,3.78908053732994,3.88283156777184,3.94357534349885,3.98533576095906,4.01582555146757,4.03914522872536,4.05737230672646,-0.0451420377992555,0.046084960930314,0.135858416577805,0.198428794514249,0.238186022778615,0.263489910570468,0.28062962379623,0.293353829441427,0.303566767145615,0.312032237797314,3.02850705091674,3.34193078490524,3.50185180741095,3.5906517428157,3.64464554499322,3.68008543292838,3.70470613716283,3.72247172202614,3.73557846157975,3.74534006892915
"29-Sep-1961",2.92302534780414,3.3167701717806,3.53669406204002,3.66457888039078,3.74334509416572,3.79550694490101,3.83285294314066,3.86148088075034,3.88444895309974,3.90319097828979,-0.0105209752217128,0.0531356840175445,0.10937092712617,0.146446666364249,0.169367766015994,0.184138055954372,0.194805495909097,0.203545117394666,0.211261465095398,0.218108794432636,2.93354632302585,3.26363448776305,3.42732313491385,3.51813221402653,3.57397732814973,3.61136888894664,3.63804744723156,3.65793576335567,3.67318748800434,3.68508218385715
"31-Oct-1961",2.87625158171627,3.23130839269455,3.46012020025818,3.6081232732023,3.70728665454762,3.7773836603231,3.82990963598866,3.8712994242348,3.90503794687439,3.93293477241917,-0.0354504021519659,0.0339308045223525,0.113292920811232,0.174026535697688,0.216682645787744,0.247043215705366,0.269913004808318,0.288260100088503,0.303617183850254,0.316601786830438,2.91170198386823,3.19737758817219,3.34682727944695,3.43409673750461,3.49060400875988,3.53034044461774,3.55999663118034,3.58303932414629,3.60142076302413,3.61633298558873
"30-Nov-1961",2.97097942362816,3.28543697682957,3.53116602329104,3.68872150307361,3.78181358677914,3.83462871452212,3.86389023161149,3.87972532973435,3.88782949740812,3.89120394015331,-0.209617788532732,-0.171345359650663,-0.0680552885473737,0.0123910197600621,0.0603136017118082,0.0846969194102805,0.0950717686552203,0.0979362836657018,0.0970148422283263,0.0941531533139415,3.18059721216089,3.45678233648023,3.59922131183841,3.67633048331355,3.72149998506733,3.74993179511184,3.76881846295627,3.78178904606864,3.79081465517979,3.79705078683937
"29-Dec-1961",3.10331722788296,3.40220506783282,3.64016300006967,3.78251106659768,3.85382338000549,3.8816266093025,3.88524433839332,3.87634763629466,3.86140560029161,3.84372292787803,-0.298451683141486,-0.290016221980434,-0.193562607113848,-0.120466631382062,-0.0841533768574187,-0.0742295580045496,-0.079310267823165,-0.0916087804053047,-0.106683466031936,-0.122363904800943,3.40176891102444,3.69222128981326,3.83372560718352,3.90297769797975,3.93797675686291,3.95585616730705,3.96455460621649,3.96795641669997,3.96808906632355,3.96608683267898
"31-Jan-1962",3.16640889636604,3.56025597267766,3.7640953625357,3.87277095989171,3.93309860689633,3.96867552839996,3.99144303966536,4.00735391504411,4.01924273683351,4.0283167506958,0.00126066497495714,0.0584905293482478,0.10506629474488,0.13293924034801,0.148127743438844,0.156733771529041,0.162637972197379,0.167796463156111,0.172906996380672,0.177944615415441,3.16514823139108,3.50176544332941,3.65902906779082,3.7398317195437,3.78497086345749,3.81194175687092,3.82880506746798,3.839557451888,3.84633574045284,3.85037213528036
"28-Feb-1962",3.05759627433174,3.3357736930206,3.51216103185641,3.62495493239822,3.70012373418858,3.75340984867306,3.79377485022408,3.82608487825794,3.85284537993274,3.87524177947673,-0.0739343995070567,-0.0410633313779165,0.0119831125876333,0.0557747964774578,0.0880883704187463,0.11235010868001,0.131770678522021,0.148317140837123,0.16290739279464,0.175780797282298,3.1315306738388,3.37683702439852,3.50017791926878,3.56918013592076,3.61203536376984,3.64105973999305,3.66200417170206,3.67776773742082,3.6899379871381,3.69946098219443
"30-Mar-1962",2.87709186857309,3.15128809859106,3.35002219918807,3.49056764332503,3.59237618944458,3.66944819388089,3.7305487379118,3.78081014755206,3.82310717079957,3.85898306000606,-0.0698221538397386,-0.0194207174793273,0.0560234386551812,0.120671469554644,0.170642706891813,0.209397758275414,0.240599729813971,0.266695926170095,0.289017238264485,0.308139539611202,2.94691402241283,3.17070881607039,3.29399876053289,3.36989617377038,3.42173348255276,3.46005043560548,3.48994900809782,3.51411422138196,3.53408993253509,3.55084352039486
